AREA,AREA NAME,Crm Cd,Crm Cd Desc,DATE OCC,Part 1-2,DR_NO
08,West LA,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2021,2,1
13,Newton,954,CONTRIBUTING,2022,2,3
19,Mission,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021,1,476
07,Wilshire,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2020,1,13
17,Devonshire,440,THEFT PLAIN - PETTY ($950 & UNDER),2021,1,422
09,Van Nuys,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2022,2,105
13,Newton,435,LYNCHING,2022,2,1
07,Wilshire,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,34
02,Rampart,820,ORAL COPULATION,2022,1,9
03,Southwest,820,ORAL COPULATION,2020,1,10
05,Harbor,443,SHOPLIFTING - ATTEMPT,2022,1,4
04,Hollenbeck,210,ROBBERY,2022,1,273
21,Topanga,648,ARSON,2022,1,16
12,77th Street,443,SHOPLIFTING - ATTEMPT,2021,1,2
05,Harbor,946,OTHER MISCELLANEOUS CRIME,2020,2,56
12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2021,2,775
03,Southwest,949,ILLEGAL DUMPING,2020,2,1
08,West LA,903,CONTEMPT OF COURT,2021,2,8
19,Mission,763,STALKING,2021,2,16
17,Devonshire,903,CONTEMPT OF COURT,2021,2,18
04,Hollenbeck,900,VIOLATION OF COURT ORDER,2022,2,74
11,Northeast,888,TRESPASSING,2020,2,144
20,Olympic,931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",2022,2,1
08,West LA,648,ARSON,2022,1,21
10,West Valley,944,CONSPIRACY,2021,2,1
06,Hollywood,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,25
12,77th Street,813,CHILD ANNOYING (17YRS & UNDER),2021,2,10
16,Foothill,903,CONTEMPT OF COURT,2020,2,95
20,Olympic,820,ORAL COPULATION,2020,1,7
01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2022,2,"1,126"
05,Harbor,510,VEHICLE - STOLEN,2020,1,"1,097"
18,Southeast,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,15
01,Central,350,"THEFT, PERSON",2020,1,136
20,Olympic,922,CHILD STEALING,2020,2,1
08,West LA,932,PEEPING TOM,2020,2,7
14,Pacific,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2020,2,376
16,Foothill,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2021,1,102
15,N Hollywood,352,PICKPOCKET,2022,1,7
20,Olympic,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2020,1,4
21,Topanga,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2022,2,484
14,Pacific,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2022,2,5
10,West Valley,662,"BUNCO, GRAND THEFT",2022,2,92
01,Central,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2022,2,28
06,Hollywood,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2022,2,3
20,Olympic,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2020,1,15
04,Hollenbeck,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,8
06,Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2021,1,378
06,Hollywood,903,CONTEMPT OF COURT,2021,2,2
02,Rampart,648,ARSON,2021,1,33
12,77th Street,928,THREATENING PHONE CALLS/LETTERS,2021,2,9
07,Wilshire,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2020,2,4
13,Newton,471,TILL TAP - PETTY ($950 & UNDER),2020,1,1
19,Mission,352,PICKPOCKET,2021,1,4
12,77th Street,820,ORAL COPULATION,2022,1,17
14,Pacific,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,141
15,N Hollywood,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",2020,1,1
14,Pacific,900,VIOLATION OF COURT ORDER,2022,2,72
16,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2022,1,396
15,N Hollywood,350,"THEFT, PERSON",2021,1,23
02,Rampart,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2021,1,4
03,Southwest,920,KIDNAPPING - GRAND ATTEMPT,2021,2,3
11,Northeast,762,LEWD CONDUCT,2022,2,4
03,Southwest,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2020,1,1
18,Southeast,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2021,2,7
13,Newton,520,VEHICLE - ATTEMPT STOLEN,2020,1,35
15,N Hollywood,510,VEHICLE - STOLEN,2022,1,"1,003"
05,Harbor,949,ILLEGAL DUMPING,2021,2,4
10,West Valley,753,DISCHARGE FIREARMS/SHOTS FIRED,2022,2,19
18,Southeast,330,BURGLARY FROM VEHICLE,2021,1,343
14,Pacific,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2022,1,43
21,Topanga,237,CHILD NEGLECT (SEE 300 W.I.C.),2020,2,4
17,Devonshire,933,PROWLER,2022,2,3
17,Devonshire,220,ATTEMPTED ROBBERY,2020,1,10
10,West Valley,666,"BUNCO, ATTEMPT",2021,2,2
01,Central,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2022,2,4
21,Topanga,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2021,2,5
02,Rampart,946,OTHER MISCELLANEOUS CRIME,2020,2,59
14,Pacific,763,STALKING,2020,2,3
01,Central,451,PURSE SNATCHING - ATTEMPT,2021,1,1
13,Newton,330,BURGLARY FROM VEHICLE,2022,1,628
15,N Hollywood,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,81
13,Newton,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,43
19,Mission,901,VIOLATION OF RESTRAINING ORDER,2020,2,240
21,Topanga,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2021,2,17
21,Topanga,814,CHILD PORNOGRAPHY,2021,2,2
04,Hollenbeck,480,BIKE - STOLEN,2022,1,7
12,77th Street,354,THEFT OF IDENTITY,2021,2,510
13,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,2021,2,594
03,Southwest,310,BURGLARY,2021,1,458
14,Pacific,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2021,2,3
17,Devonshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2022,2,162
12,77th Street,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2021,2,2
02,Rampart,354,THEFT OF IDENTITY,2022,2,"1,170"
11,Northeast,310,BURGLARY,2022,1,636
06,Hollywood,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,7
04,Hollenbeck,625,OTHER ASSAULT,2022,2,30
01,Central,624,BATTERY - SIMPLE ASSAULT,2020,2,"1,340"
03,Southwest,510,VEHICLE - STOLEN,2020,1,"1,067"
15,N Hollywood,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2021,1,2
19,Mission,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2021,2,4
01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,232
19,Mission,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2022,1,515
20,Olympic,946,OTHER MISCELLANEOUS CRIME,2021,2,61
07,Wilshire,890,FAILURE TO YIELD,2022,2,6
07,Wilshire,487,BOAT - STOLEN,2021,1,1
07,Wilshire,310,BURGLARY,2021,1,754
07,Wilshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,325
11,Northeast,510,VEHICLE - STOLEN,2021,1,"1,195"
05,Harbor,890,FAILURE TO YIELD,2020,2,20
19,Mission,121,"RAPE, FORCIBLE",2022,1,42
17,Devonshire,625,OTHER ASSAULT,2021,2,45
20,Olympic,625,OTHER ASSAULT,2020,2,50
12,77th Street,625,OTHER ASSAULT,2020,2,77
12,77th Street,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2022,2,393
05,Harbor,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2021,2,1
14,Pacific,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",2020,1,1
09,Van Nuys,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2022,1,238
19,Mission,438,RECKLESS DRIVING,2020,2,3
16,Foothill,354,THEFT OF IDENTITY,2020,2,329
12,77th Street,647,THROWING OBJECT AT MOVING VEHICLE,2021,2,6
12,77th Street,623,BATTERY POLICE (SIMPLE),2021,2,77
12,77th Street,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2021,1,40
13,Newton,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2022,1,5
15,N Hollywood,441,THEFT PLAIN - ATTEMPT,2020,1,6
14,Pacific,756,WEAPONS POSSESSION/BOMBING,2022,2,1
18,Southeast,625,OTHER ASSAULT,2022,2,26
08,West LA,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2021,1,13
11,Northeast,352,PICKPOCKET,2022,1,32
15,N Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2021,1,194
19,Mission,351,PURSE SNATCHING,2021,1,1
15,N Hollywood,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2021,1,5
05,Harbor,110,CRIMINAL HOMICIDE,2022,1,17
11,Northeast,434,FALSE IMPRISONMENT,2021,2,4
15,N Hollywood,354,THEFT OF IDENTITY,2022,2,997
20,Olympic,920,KIDNAPPING - GRAND ATTEMPT,2020,2,3
01,Central,439,FALSE POLICE REPORT,2021,2,1
19,Mission,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2022,2,6
21,Topanga,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,283
21,Topanga,438,RECKLESS DRIVING,2022,2,3
08,West LA,345,DISHONEST EMPLOYEE - GRAND THEFT,2020,1,1
14,Pacific,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2020,1,20
05,Harbor,310,BURGLARY,2022,1,540
17,Devonshire,487,BOAT - STOLEN,2022,1,5
10,West Valley,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,21
12,77th Street,480,BIKE - STOLEN,2020,1,11
02,Rampart,330,BURGLARY FROM VEHICLE,2021,1,590
05,Harbor,352,PICKPOCKET,2020,1,4
16,Foothill,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,14
01,Central,648,ARSON,2021,1,56
07,Wilshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2022,2,646
12,77th Street,870,CHILD ABANDONMENT,2022,2,1
16,Foothill,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,459
17,Devonshire,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,173
09,Van Nuys,210,ROBBERY,2020,1,191
01,Central,900,VIOLATION OF COURT ORDER,2021,2,33
20,Olympic,922,CHILD STEALING,2022,2,1
10,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,193
06,Hollywood,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,10
16,Foothill,664,"BUNCO, PETTY THEFT",2022,2,12
05,Harbor,943,CRUELTY TO ANIMALS,2022,2,3
06,Hollywood,753,DISCHARGE FIREARMS/SHOTS FIRED,2022,2,16
11,Northeast,820,ORAL COPULATION,2020,1,12
07,Wilshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2022,1,507
12,77th Street,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2021,2,16
20,Olympic,901,VIOLATION OF RESTRAINING ORDER,2021,2,117
01,Central,450,THEFT FROM PERSON - ATTEMPT,2020,1,3
15,N Hollywood,666,"BUNCO, ATTEMPT",2022,2,4
11,Northeast,485,BIKE - ATTEMPTED STOLEN,2020,1,1
20,Olympic,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,6
08,West LA,890,FAILURE TO YIELD,2022,2,3
17,Devonshire,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2020,2,1
01,Central,352,PICKPOCKET,2021,1,30
12,77th Street,756,WEAPONS POSSESSION/BOMBING,2022,2,1
14,Pacific,762,LEWD CONDUCT,2022,2,8
12,77th Street,662,"BUNCO, GRAND THEFT",2020,2,49
04,Hollenbeck,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,144
09,Van Nuys,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,229
14,Pacific,438,RECKLESS DRIVING,2021,2,2
18,Southeast,510,VEHICLE - STOLEN,2021,1,"1,651"
04,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,307
04,Hollenbeck,450,THEFT FROM PERSON - ATTEMPT,2021,1,4
20,Olympic,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,306
17,Devonshire,649,DOCUMENT FORGERY / STOLEN FELONY,2022,2,58
02,Rampart,220,ATTEMPTED ROBBERY,2020,1,78
06,Hollywood,755,BOMB SCARE,2020,2,8
20,Olympic,805,PIMPING,2021,2,4
11,Northeast,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,3
12,77th Street,440,THEFT PLAIN - PETTY ($950 & UNDER),2022,1,424
08,West LA,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2021,2,5
03,Southwest,661,UNAUTHORIZED COMPUTER ACCESS,2021,2,4
05,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2021,2,622
14,Pacific,922,CHILD STEALING,2021,2,1
12,77th Street,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2021,1,13
11,Northeast,310,BURGLARY,2020,1,615
05,Harbor,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2021,2,17
07,Wilshire,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2020,1,1
14,Pacific,886,DISTURBING THE PEACE,2021,2,21
01,Central,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,2
02,Rampart,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,49
20,Olympic,761,BRANDISH WEAPON,2022,1,205
20,Olympic,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2021,2,1
15,N Hollywood,473,"THEFT, COIN MACHINE - GRAND ($950.01 & OVER)",2020,1,1
09,Van Nuys,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2021,2,23
16,Foothill,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2022,1,3
17,Devonshire,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2020,1,3
15,N Hollywood,110,CRIMINAL HOMICIDE,2020,1,11
20,Olympic,121,"RAPE, FORCIBLE",2021,1,46
06,Hollywood,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2021,2,128
12,77th Street,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,54
01,Central,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,79
17,Devonshire,762,LEWD CONDUCT,2021,2,3
15,N Hollywood,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2020,1,6
02,Rampart,888,TRESPASSING,2022,2,113
08,West LA,330,BURGLARY FROM VEHICLE,2021,1,822
17,Devonshire,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021,1,297
04,Hollenbeck,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2020,1,17
14,Pacific,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2020,1,9
18,Southeast,647,THROWING OBJECT AT MOVING VEHICLE,2021,2,4
02,Rampart,623,BATTERY POLICE (SIMPLE),2021,2,19
12,77th Street,910,KIDNAPPING,2020,2,25
05,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,350
04,Hollenbeck,901,VIOLATION OF RESTRAINING ORDER,2020,2,164
21,Topanga,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2021,2,2
04,Hollenbeck,928,THREATENING PHONE CALLS/LETTERS,2022,2,2
02,Rampart,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2020,1,6
17,Devonshire,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,427
14,Pacific,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2021,1,3
01,Central,756,WEAPONS POSSESSION/BOMBING,2021,2,1
04,Hollenbeck,922,CHILD STEALING,2021,2,4
06,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2022,2,811
18,Southeast,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2021,2,57
13,Newton,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2020,2,36
13,Newton,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2022,1,10
14,Pacific,210,ROBBERY,2022,1,246
15,N Hollywood,438,RECKLESS DRIVING,2022,2,1
15,N Hollywood,624,BATTERY - SIMPLE ASSAULT,2022,2,760
19,Mission,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,184
13,Newton,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2020,2,2
05,Harbor,943,CRUELTY TO ANIMALS,2021,2,1
04,Hollenbeck,441,THEFT PLAIN - ATTEMPT,2022,1,5
15,N Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2022,1,485
14,Pacific,664,"BUNCO, PETTY THEFT",2020,2,21
04,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2020,2,338
12,77th Street,664,"BUNCO, PETTY THEFT",2020,2,27
18,Southeast,649,DOCUMENT FORGERY / STOLEN FELONY,2021,2,8
16,Foothill,480,BIKE - STOLEN,2020,1,13
15,N Hollywood,888,TRESPASSING,2021,2,195
20,Olympic,237,CHILD NEGLECT (SEE 300 W.I.C.),2020,2,10
20,Olympic,920,KIDNAPPING - GRAND ATTEMPT,2021,2,4
08,West LA,220,ATTEMPTED ROBBERY,2022,1,12
03,Southwest,210,ROBBERY,2021,1,449
01,Central,210,ROBBERY,2021,1,676
06,Hollywood,622,BATTERY ON A FIREFIGHTER,2022,2,8
01,Central,652,DOCUMENT WORTHLESS ($200 & UNDER),2020,2,1
02,Rampart,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2020,1,6
03,Southwest,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,54
09,Van Nuys,850,INDECENT EXPOSURE,2021,2,7
15,N Hollywood,651,DOCUMENT WORTHLESS ($200.01 & OVER),2020,2,1
14,Pacific,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,9
12,77th Street,763,STALKING,2022,2,12
21,Topanga,652,DOCUMENT WORTHLESS ($200 & UNDER),2020,2,1
05,Harbor,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2021,2,26
12,77th Street,439,FALSE POLICE REPORT,2022,2,1
02,Rampart,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,9
15,N Hollywood,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2022,1,3
05,Harbor,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2021,1,193
19,Mission,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2022,2,83
13,Newton,480,BIKE - STOLEN,2020,1,16
12,77th Street,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2021,1,11
01,Central,625,OTHER ASSAULT,2020,2,123
03,Southwest,450,THEFT FROM PERSON - ATTEMPT,2020,1,5
13,Newton,661,UNAUTHORIZED COMPUTER ACCESS,2020,2,1
03,Southwest,648,ARSON,2022,1,18
13,Newton,352,PICKPOCKET,2022,1,47
15,N Hollywood,910,KIDNAPPING,2020,2,6
06,Hollywood,310,BURGLARY,2021,1,609
11,Northeast,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2022,2,105
11,Northeast,664,"BUNCO, PETTY THEFT",2021,2,11
19,Mission,440,THEFT PLAIN - PETTY ($950 & UNDER),2022,1,287
15,N Hollywood,903,CONTEMPT OF COURT,2022,2,302
03,Southwest,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2020,1,17
01,Central,762,LEWD CONDUCT,2022,2,16
15,N Hollywood,350,"THEFT, PERSON",2022,1,21
13,Newton,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,3
13,Newton,910,KIDNAPPING,2021,2,10
14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,636
12,77th Street,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,9
09,Van Nuys,903,CONTEMPT OF COURT,2022,2,11
05,Harbor,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,156
17,Devonshire,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2022,2,143
12,77th Street,814,CHILD PORNOGRAPHY,2021,2,6
06,Hollywood,761,BRANDISH WEAPON,2020,1,212
11,Northeast,210,ROBBERY,2020,1,187
11,Northeast,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2021,2,7
16,Foothill,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2022,1,7
20,Olympic,354,THEFT OF IDENTITY,2021,2,521
04,Hollenbeck,928,THREATENING PHONE CALLS/LETTERS,2020,2,1
04,Hollenbeck,510,VEHICLE - STOLEN,2020,1,"1,302"
16,Foothill,813,CHILD ANNOYING (17YRS & UNDER),2020,2,9
09,Van Nuys,880,DISRUPT SCHOOL,2020,2,1
10,West Valley,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,26
02,Rampart,625,OTHER ASSAULT,2022,2,56
21,Topanga,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,10
06,Hollywood,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2021,1,121
20,Olympic,121,"RAPE, FORCIBLE",2020,1,53
13,Newton,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2021,2,24
12,77th Street,471,TILL TAP - PETTY ($950 & UNDER),2021,1,1
06,Hollywood,354,THEFT OF IDENTITY,2022,2,690
17,Devonshire,820,ORAL COPULATION,2021,1,4
10,West Valley,850,INDECENT EXPOSURE,2022,2,14
05,Harbor,933,PROWLER,2020,2,1
01,Central,903,CONTEMPT OF COURT,2021,2,7
14,Pacific,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2022,2,2
06,Hollywood,210,ROBBERY,2021,1,570
01,Central,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2021,2,31
14,Pacific,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2021,1,17
11,Northeast,651,DOCUMENT WORTHLESS ($200.01 & OVER),2022,2,2
10,West Valley,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,30
05,Harbor,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2020,2,3
03,Southwest,814,CHILD PORNOGRAPHY,2020,2,5
09,Van Nuys,624,BATTERY - SIMPLE ASSAULT,2020,2,659
12,77th Street,122,"RAPE, ATTEMPTED",2022,1,4
11,Northeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,197
15,N Hollywood,354,THEFT OF IDENTITY,2020,2,570
05,Harbor,439,FALSE POLICE REPORT,2022,2,2
08,West LA,510,VEHICLE - STOLEN,2021,1,705
16,Foothill,932,PEEPING TOM,2021,2,2
05,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,409
12,77th Street,113,"MANSLAUGHTER, NEGLIGENT",2020,1,1
15,N Hollywood,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,18
01,Central,122,"RAPE, ATTEMPTED",2020,1,5
03,Southwest,820,ORAL COPULATION,2021,1,10
19,Mission,922,CHILD STEALING,2021,2,3
07,Wilshire,622,BATTERY ON A FIREFIGHTER,2021,2,2
14,Pacific,886,DISTURBING THE PEACE,2020,2,32
15,N Hollywood,121,"RAPE, FORCIBLE",2020,1,32
03,Southwest,756,WEAPONS POSSESSION/BOMBING,2020,2,1
19,Mission,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,297
20,Olympic,441,THEFT PLAIN - ATTEMPT,2021,1,6
06,Hollywood,330,BURGLARY FROM VEHICLE,2020,1,687
09,Van Nuys,480,BIKE - STOLEN,2020,1,94
21,Topanga,444,DISHONEST EMPLOYEE - PETTY THEFT,2020,1,1
13,Newton,820,ORAL COPULATION,2021,1,6
11,Northeast,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,14
07,Wilshire,623,BATTERY POLICE (SIMPLE),2021,2,23
16,Foothill,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2022,2,16
11,Northeast,761,BRANDISH WEAPON,2020,1,108
20,Olympic,763,STALKING,2021,2,7
11,Northeast,942,BRIBERY,2022,2,1
04,Hollenbeck,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,9
11,Northeast,450,THEFT FROM PERSON - ATTEMPT,2021,1,3
16,Foothill,860,BATTERY WITH SEXUAL CONTACT,2020,2,30
10,West Valley,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2022,1,10
12,77th Street,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,67
01,Central,664,"BUNCO, PETTY THEFT",2020,2,21
04,Hollenbeck,755,BOMB SCARE,2020,2,1
06,Hollywood,762,LEWD CONDUCT,2020,2,9
16,Foothill,949,ILLEGAL DUMPING,2020,2,3
10,West Valley,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,15
14,Pacific,933,PROWLER,2022,2,7
06,Hollywood,623,BATTERY POLICE (SIMPLE),2021,2,62
16,Foothill,820,ORAL COPULATION,2021,1,6
21,Topanga,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,8
11,Northeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020,2,173
09,Van Nuys,480,BIKE - STOLEN,2022,1,45
20,Olympic,310,BURGLARY,2022,1,791
03,Southwest,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2022,2,22
05,Harbor,922,CHILD STEALING,2021,2,3
12,77th Street,330,BURGLARY FROM VEHICLE,2022,1,336
05,Harbor,439,FALSE POLICE REPORT,2020,2,2
19,Mission,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2020,2,26
18,Southeast,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2020,2,11
09,Van Nuys,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2022,1,389
16,Foothill,487,BOAT - STOLEN,2020,1,9
